epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
87,185.088,1.7462,2.42506,2.39811,0.75751,0.74147,0.77094,0.47293,1.51365,2.52538,2.34462,0.0004458,0.0001486,0.0004458,0.0001486,0.0004458,0.0001486,0.0004458,0.0001486
88,187.19,1.75643,2.50015,2.44723,0.73637,0.75464,0.76822,0.46882,1.51035,2.49604,2.33479,0.0004161,0.0001387,0.0004161,0.0001387,0.0004161,0.0001387,0.0004161,0.0001387
89,189.291,1.70794,2.47821,2.35957,0.73443,0.74835,0.76593,0.47037,1.49572,2.49093,2.33036,0.0003864,0.0001288,0.0003864,0.0001288,0.0003864,0.0001288,0.0003864,0.0001288
90,191.402,1.70145,2.5553,2.34797,0.73882,0.74504,0.76394,0.4744,1.49511,2.49745,2.32466,0.0003567,0.0001189,0.0003567,0.0001189,0.0003567,0.0001189,0.0003567,0.0001189
91,193.693,1.59297,2.64955,2.47504,0.75627,0.7146,0.76928,0.48125,1.49912,2.54876,2.31616,0.000327,0.000109,0.000327,0.000109,0.000327,0.000109,0.000327,0.000109
92,195.811,1.50293,2.62432,2.40495,0.67962,0.7518,0.77284,0.4771,1.50021,2.58687,2.30014,0.0002973,9.91e-05,0.0002973,9.91e-05,0.0002973,9.91e-05,0.0002973,9.91e-05
93,197.931,1.60037,2.69141,2.46389,0.66401,0.78506,0.78198,0.48582,1.49283,2.60038,2.29382,0.0002676,8.92e-05,0.0002676,8.92e-05,0.0002676,8.92e-05,0.0002676,8.92e-05
94,200.065,1.54344,2.66846,2.39121,0.69098,0.79733,0.78475,0.49382,1.50009,2.57928,2.2911,0.0002379,7.93e-05,0.0002379,7.93e-05,0.0002379,7.93e-05,0.0002379,7.93e-05
95,202.2,1.48529,2.65431,2.42338,0.68019,0.79207,0.79394,0.49944,1.49768,2.55167,2.28861,0.0002082,6.94e-05,0.0002082,6.94e-05,0.0002082,6.94e-05,0.0002082,6.94e-05
96,204.308,1.57167,2.60714,2.44536,0.84932,0.64659,0.78594,0.50023,1.49098,2.54156,2.28286,0.0001785,5.95e-05,0.0001785,5.95e-05,0.0001785,5.95e-05,0.0001785,5.95e-05
97,206.422,1.56597,2.63034,2.48769,0.84826,0.70271,0.79477,0.50989,1.47237,2.51121,2.27408,0.0001488,4.96e-05,0.0001488,4.96e-05,0.0001488,4.96e-05,0.0001488,4.96e-05
98,208.548,1.56803,2.68049,2.45821,0.86286,0.64165,0.78782,0.50349,1.47515,2.51725,2.27403,0.0001191,3.97e-05,0.0001191,3.97e-05,0.0001191,3.97e-05,0.0001191,3.97e-05
99,210.666,1.55906,2.62017,2.42322,0.84405,0.6262,0.77894,0.49096,1.48574,2.52371,2.28141,8.94e-05,2.98e-05,8.94e-05,2.98e-05,8.94e-05,2.98e-05,8.94e-05,2.98e-05
100,212.774,1.55963,2.62681,2.43548,0.8344,0.62981,0.77494,0.4883,1.47377,2.52543,2.27313,5.97e-05,1.99e-05,5.97e-05,1.99e-05,5.97e-05,1.99e-05,5.97e-05,1.99e-05
