epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
60,96.1947,2.28105,3.58518,3.11163,0.49697,0.75946,0.62341,0.33001,1.73795,3.53477,2.62761,0.0012477,0.0004159,0.0012477,0.0004159,0.0012477,0.0004159,0.0012477,0.0004159
61,97.7753,2.19734,3.59433,3.04537,0.4545,0.71666,0.58872,0.30623,1.74474,3.51909,2.61147,0.001218,0.000406,0.001218,0.000406,0.001218,0.000406,0.001218,0.000406
62,99.3889,2.30782,3.45406,3.09755,0.47582,0.75189,0.57446,0.29841,1.70098,3.43323,2.56637,0.0011883,0.0003961,0.0011883,0.0003961,0.0011883,0.0003961,0.0011883,0.0003961
63,100.965,2.12971,3.27232,3.06508,0.43526,0.74618,0.57721,0.311,1.6607,3.41063,2.54903,0.0011586,0.0003862,0.0011586,0.0003862,0.0011586,0.0003862,0.0011586,0.0003862
64,102.547,2.13603,3.35264,3.00652,0.39498,0.81996,0.61584,0.33129,1.63305,3.30961,2.5434,0.0011289,0.0003763,0.0011289,0.0003763,0.0011289,0.0003763,0.0011289,0.0003763
65,104.118,2.21128,3.42033,3.16545,0.37578,0.76196,0.60514,0.34119,1.64137,3.28292,2.5449,0.0010992,0.0003664,0.0010992,0.0003664,0.0010992,0.0003664,0.0010992,0.0003664
66,105.746,2.11321,3.47917,3.0575,0.39375,0.93636,0.62161,0.35456,1.62819,3.25252,2.5433,0.0010695,0.0003565,0.0010695,0.0003565,0.0010695,0.0003565,0.0010695,0.0003565
67,107.332,2.17737,3.43467,3.01788,0.41554,0.90999,0.68843,0.37921,1.62609,3.27784,2.54805,0.0010398,0.0003466,0.0010398,0.0003466,0.0010398,0.0003466,0.0010398,0.0003466
68,108.921,2.12718,3.44651,3.01188,0.46201,0.88681,0.69845,0.40138,1.60158,3.20158,2.51834,0.0010101,0.0003367,0.0010101,0.0003367,0.0010101,0.0003367,0.0010101,0.0003367
69,110.497,2.05162,3.11954,2.97082,0.43979,0.90797,0.72149,0.39112,1.60451,3.17352,2.52307,0.0009804,0.0003268,0.0009804,0.0003268,0.0009804,0.0003268,0.0009804,0.0003268
